,Start,End,Crackles,Wheezes,duration,start_index,end_index,start_index_int,end_index_int,y_segment,source
2,5.327,7.923,1,1,2.596,117460.35,174702.15,117460,174702,"[-0.31485054 -0.31606507 -0.3173807  ... -0.3559447  -0.35427263
 -0.3526007 ]",107_2b3_Ar_mc_AKGC417L
3,7.923,10.53,1,1,2.6069999999999993,174702.15,232186.5,174702,232186,"[-0.3521764  -0.35039872 -0.34772035 ...  0.6397989   0.6296467
  0.6206057 ]",107_2b3_Ar_mc_AKGC417L
4,10.53,13.196,1,1,2.6660000000000004,232186.5,290971.8,232186,290971,[0.6125558  0.6035679  0.5967331  ... 0.59718907 0.5917117  0.5854504 ],107_2b3_Ar_mc_AKGC417L
5,13.196,15.565,1,1,2.3689999999999998,290971.8,343208.25,290971,343208,[0.580339   0.57530147 0.568787   ... 0.5286631  0.5324109  0.53592294],107_2b3_Ar_mc_AKGC417L
6,15.565,18.054,1,1,2.488999999999999,343208.25,398090.69999999995,343208,398090,"[ 0.5403887   0.5426431   0.54707    ... -0.2042639  -0.20519401
 -0.20758054]",107_2b3_Ar_mc_AKGC417L
7,18.054,19.101,1,1,1.0470000000000006,398090.69999999995,421177.05,398090,421177,"[-0.20868887 -0.20822811 -0.20737876 ...  0.00855966  0.00825704
  0.00701199]",107_2b3_Ar_mc_AKGC417L
0,0.887,2.601,1,0,1.714,19558.35,57352.05,19558,57352,"[-0.5793406  -0.5851668  -0.5934538  ... -0.12298477 -0.12490901
 -0.11951016]",107_2b3_Ll_mc_AKGC417L
1,2.601,5.327,1,0,2.726,57352.05,117460.35,57352,117460,"[-0.12421434 -0.1298787  -0.1279556  ... -0.16640268 -0.1714599
 -0.17292112]",107_2b3_Ll_mc_AKGC417L
2,5.327,7.923,1,0,2.596,117460.35,174702.15,117460,174702,"[-0.16986284 -0.16735388 -0.1672317  ...  0.03863533  0.03837486
  0.03159827]",107_2b3_Ll_mc_AKGC417L
3,7.923,10.53,1,0,2.6069999999999993,174702.15,232186.5,174702,232186,[0.03050131 0.03366296 0.03237165 ... 0.254788   0.24815327 0.24947454],107_2b3_Ll_mc_AKGC417L
4,10.53,13.196,1,0,2.6660000000000004,232186.5,290971.8,232186,290971,"[ 0.24529505  0.24138479  0.23928723 ... -0.11559274 -0.11659274
 -0.11737663]",107_2b3_Ll_mc_AKGC417L
5,13.196,15.565,1,0,2.3689999999999998,290971.8,343208.25,290971,343208,"[-0.11414575 -0.11475369 -0.11696438 ... -0.37349138 -0.3719902
 -0.3712508 ]",107_2b3_Ll_mc_AKGC417L
6,15.565,18.054,1,0,2.488999999999999,343208.25,398090.69999999995,343208,398090,"[-0.37283763 -0.37420443 -0.37126654 ...  0.10272098  0.10289112
  0.10051131]",107_2b3_Ll_mc_AKGC417L
7,18.054,19.101,1,0,1.0470000000000006,398090.69999999995,421177.05,398090,421177,"[ 0.10071298  0.10627368  0.10925237 ... -0.12838952 -0.12553619
 -0.12227253]",107_2b3_Ll_mc_AKGC417L
0,0.887,2.601,0,0,1.714,19558.35,57352.05,19558,57352,[0.23563693 0.23451425 0.22449073 ... 0.27443954 0.26843286 0.25860292],107_2b3_Lr_mc_AKGC417L
1,2.601,5.327,1,0,2.726,57352.05,117460.35,57352,117460,"[ 0.2516028   0.24616933  0.2422555  ... -0.410252   -0.41603053
 -0.419013  ]",107_2b3_Lr_mc_AKGC417L
2,5.327,7.923,1,0,2.596,117460.35,174702.15,117460,174702,"[-0.41762185 -0.41535306 -0.40955928 ... -0.05834318 -0.05395541
 -0.05223619]",107_2b3_Lr_mc_AKGC417L
3,7.923,10.53,1,0,2.6069999999999993,174702.15,232186.5,174702,232186,"[-0.05010022 -0.05556334 -0.06163668 ...  0.00104896 -0.00248168
 -0.00579096]",107_2b3_Lr_mc_AKGC417L
4,10.53,13.196,1,0,2.6660000000000004,232186.5,290971.8,232186,290971,"[-0.00046853  0.00262031 -0.00235788 ... -0.17289951 -0.17488848
 -0.17921945]",107_2b3_Lr_mc_AKGC417L
5,13.196,15.565,1,0,2.3689999999999998,290971.8,343208.25,290971,343208,"[-0.177448   -0.17683642 -0.18412502 ...  0.10557809  0.10503098
  0.10630862]",107_2b3_Lr_mc_AKGC417L
6,15.565,18.054,1,0,2.488999999999999,343208.25,398090.69999999995,343208,398090,[0.11023434 0.10658436 0.10443462 ... 0.22691025 0.22369862 0.23170045],107_2b3_Lr_mc_AKGC417L
7,18.054,19.101,1,0,1.0470000000000006,398090.69999999995,421177.05,398090,421177,[0.23001507 0.22906655 0.23404731 ... 0.62349284 0.63251865 0.6308534 ],107_2b3_Lr_mc_AKGC417L
0,0.887,2.601,0,0,1.714,19558.35,57352.05,19558,57352,[0.44972086 0.44991237 0.45501333 ... 0.10642215 0.1046001  0.10211158],107_2b3_Pl_mc_AKGC417L
1,2.601,5.327,0,0,2.726,57352.05,117460.35,57352,117460,[0.09647754 0.09183408 0.09061582 ... 0.15833141 0.15855365 0.15652102],107_2b3_Pl_mc_AKGC417L
2,5.327,7.923,0,0,2.596,117460.35,174702.15,117460,174702,[0.15238623 0.152728   0.15008028 ... 0.26158845 0.2596901  0.25442034],107_2b3_Pl_mc_AKGC417L
3,7.923,10.53,0,0,2.6069999999999993,174702.15,232186.5,174702,232186,[0.2562091  0.25631392 0.25636035 ... 0.45581612 0.46076095 0.46508667],107_2b3_Pl_mc_AKGC417L
4,10.53,13.196,0,0,2.6660000000000004,232186.5,290971.8,232186,290971,[0.46991444 0.4783336  0.48666054 ... 0.48287046 0.4802363  0.47491956],107_2b3_Pl_mc_AKGC417L
5,13.196,15.565,0,0,2.3689999999999998,290971.8,343208.25,290971,343208,"[ 0.47174957  0.4702506   0.46549514 ... -0.10019501 -0.1053554
 -0.11182684]",107_2b3_Pl_mc_AKGC417L
6,15.565,18.054,0,0,2.488999999999999,343208.25,398090.69999999995,343208,398090,"[-0.11379997 -0.1177887  -0.12243718 ... -0.24374738 -0.24293977
 -0.24376333]",107_2b3_Pl_mc_AKGC417L
7,18.054,19.101,0,0,1.0470000000000006,398090.69999999995,421177.05,398090,421177,"[-0.24397272 -0.2414895  -0.24195223 ... -0.17628224 -0.17635621
 -0.17953157]",107_2b3_Pl_mc_AKGC417L
0,0.887,2.601,0,0,1.714,19558.35,57352.05,19558,57352,"[ 0.53249544  0.5348602   0.53187156 ... -1.0000001  -1.0000001
 -1.0000001 ]",107_2b3_Pr_mc_AKGC417L
1,2.601,5.327,1,0,2.726,57352.05,117460.35,57352,117460,"[-1.0000001  -1.0000001  -1.0000001  ... -0.2946318  -0.28504425
 -0.27163184]",107_2b3_Pr_mc_AKGC417L
2,5.327,7.923,1,1,2.596,117460.35,174702.15,117460,174702,"[-0.27123505 -0.26224372 -0.2546647  ... -0.5168192  -0.50493354
 -0.5002167 ]",107_2b3_Pr_mc_AKGC417L
3,7.923,10.53,0,0,2.6069999999999993,174702.15,232186.5,174702,232186,"[-0.49399146 -0.48869175 -0.48179364 ... -0.22415778 -0.21875243
 -0.20894696]",107_2b3_Pr_mc_AKGC417L
4,10.53,13.196,1,0,2.6660000000000004,232186.5,290971.8,232186,290971,"[-0.19595799 -0.19242947 -0.18665886 ... -0.4249238  -0.43290406
 -0.43887767]",107_2b3_Pr_mc_AKGC417L
5,13.196,15.565,1,1,2.3689999999999998,290971.8,343208.25,290971,343208,"[-0.43536714 -0.4274291  -0.42682374 ... -0.9999898  -1.0000175
 -0.9999738 ]",107_2b3_Pr_mc_AKGC417L
6,15.565,18.054,1,0,2.488999999999999,343208.25,398090.69999999995,343208,398090,"[-1.0000347  -0.99995774 -1.000048   ...  0.24532753  0.24516527
  0.24154402]",107_2b3_Pr_mc_AKGC417L
7,18.054,19.101,1,1,1.0470000000000006,398090.69999999995,421177.05,398090,421177,[0.23639628 0.2341907  0.23772098 ... 0.11244088 0.10934749 0.11227509],107_2b3_Pr_mc_AKGC417L
0,0.887,2.601,0,0,1.714,19558.35,57352.05,19558,57352,"[ 0.58282715  0.5831917   0.5838629  ... -0.05216368 -0.05066087
 -0.04938852]",107_2b3_Tc_mc_AKGC417L
1,2.601,5.327,0,0,2.726,57352.05,117460.35,57352,117460,"[-0.04793956 -0.04683141 -0.0462854  ...  0.13345954  0.13295801
  0.13249049]",107_2b3_Tc_mc_AKGC417L
2,5.327,7.923,0,0,2.596,117460.35,174702.15,117460,174702,"[ 0.13194847  0.13086706  0.13040823 ... -0.12146188 -0.12003369
 -0.11896209]",107_2b3_Tc_mc_AKGC417L
3,7.923,10.53,1,0,2.6069999999999993,174702.15,232186.5,174702,232186,"[-0.1167431  -0.11508808 -0.11362165 ... -0.47584277 -0.47803882
 -0.48007482]",107_2b3_Tc_mc_AKGC417L
4,10.53,13.196,0,0,2.6660000000000004,232186.5,290971.8,232186,290971,"[-0.48275262 -0.48469597 -0.48714453 ... -0.09090745 -0.09171295
 -0.09302312]",107_2b3_Tc_mc_AKGC417L
5,13.196,15.565,0,0,2.3689999999999998,290971.8,343208.25,290971,343208,"[-0.09362684 -0.09491977 -0.09597492 ... -0.06931328 -0.07122329
 -0.07301813]",107_2b3_Tc_mc_AKGC417L
6,15.565,18.054,0,0,2.488999999999999,343208.25,398090.69999999995,343208,398090,"[-0.07474258 -0.0762299  -0.07766102 ...  0.27299812  0.27206403
  0.26992175]",107_2b3_Tc_mc_AKGC417L
7,18.054,19.101,1,0,1.0470000000000006,398090.69999999995,421177.05,398090,421177,"[ 0.26739475  0.2653267   0.26373842 ... -0.04210323 -0.04063639
 -0.03891303]",107_2b3_Tc_mc_AKGC417L
0,1.018,3.411,1,0,2.393,22446.9,75212.55,22446,75212,"[ 0.5139105   0.51742005  0.5211568  ... -0.16624117 -0.16496068
 -0.16224435]",107_2b4_Al_mc_AKGC417L
1,3.411,5.827,1,0,2.416,75212.55,128485.35,75212,128485,"[-0.1649929  -0.16206697 -0.16021477 ... -0.3620007  -0.3615484
 -0.35926935]",107_2b4_Al_mc_AKGC417L
2,5.827,8.339,1,1,2.5120000000000005,128485.35,183874.95,128485,183874,"[-0.3546023  -0.3518771  -0.34814167 ... -0.6462341  -0.64964896
 -0.65509105]",107_2b4_Al_mc_AKGC417L
3,8.339,10.923,1,0,2.5839999999999996,183874.95,240852.15,183874,240852,"[-0.66103524 -0.66473436 -0.6681247  ... -0.01952566 -0.02126653
 -0.02055776]",107_2b4_Al_mc_AKGC417L
4,10.923,13.292,0,1,2.3689999999999998,240852.15,293088.6,240852,293088,"[-0.01861902 -0.01904989 -0.01771868 ... -0.1327759  -0.14271288
 -0.14785074]",107_2b4_Al_mc_AKGC417L
5,13.292,16.018,1,0,2.726000000000001,293088.6,353196.9,293088,353196,"[-0.15617771 -0.16482359 -0.17478032 ...  0.18738312  0.18681133
  0.1871009 ]",107_2b4_Al_mc_AKGC417L
6,16.018,18.482,1,0,2.4639999999999986,353196.9,407528.1,353196,407528,[0.19018953 0.18837439 0.19023484 ... 0.13046782 0.12898813 0.125574  ],107_2b4_Al_mc_AKGC417L
7,18.482,19.542,1,0,1.0600000000000023,407528.1,430901.10000000003,407528,430901,[0.12370201 0.11979593 0.11709531 ... 0.00185283 0.00256036 0.00256257],107_2b4_Al_mc_AKGC417L
0,1.018,3.411,1,0,2.393,22446.9,75212.55,22446,75212,"[ 0.02187605  0.02275574  0.02471006 ... -0.36553225 -0.36500818
 -0.36357823]",107_2b4_Ar_mc_AKGC417L
1,3.411,5.827,1,0,2.416,75212.55,128485.35,75212,128485,"[-0.36061302 -0.35886413 -0.35808903 ... -0.77737445 -0.78195566
 -0.7873436 ]",107_2b4_Ar_mc_AKGC417L
2,5.827,8.339,1,0,2.5120000000000005,128485.35,183874.95,128485,183874,"[-0.79294163 -0.7976276  -0.80093586 ... -0.95414406 -0.95622593
 -0.95760924]",107_2b4_Ar_mc_AKGC417L
3,8.339,10.923,1,0,2.5839999999999996,183874.95,240852.15,183874,240852,"[-0.9593806  -0.9604643  -0.96186256 ... -0.6058556  -0.60253423
 -0.59830934]",107_2b4_Ar_mc_AKGC417L
4,10.923,13.292,1,0,2.3689999999999998,240852.15,293088.6,240852,293088,[-0.5954043 -0.5906424 -0.5874593 ...  0.9999999  0.9999999  0.9999999],107_2b4_Ar_mc_AKGC417L
5,13.292,16.018,1,0,2.726000000000001,293088.6,353196.9,293088,353196,[0.9999999  0.9999999  0.9999999  ... 0.13920256 0.13877521 0.1379472 ],107_2b4_Ar_mc_AKGC417L
6,16.018,18.482,1,0,2.4639999999999986,353196.9,407528.1,353196,407528,[0.13688996 0.13526978 0.13450119 ... 0.7937229  0.7932527  0.79093605],107_2b4_Ar_mc_AKGC417L
7,18.482,19.542,1,0,1.0600000000000023,407528.1,430901.10000000003,407528,430901,[0.7873439  0.78569204 0.78334135 ... 0.09836105 0.09824779 0.09850521],107_2b4_Ar_mc_AKGC417L
0,1.018,3.411,1,0,2.393,22446.9,75212.55,22446,75212,"[-0.03609008 -0.0348415  -0.03594963 ... -0.06131555 -0.06140542
 -0.06543023]",107_2b4_Ll_mc_AKGC417L
1,3.411,5.827,1,0,2.416,75212.55,128485.35,75212,128485,"[-0.06765193 -0.06737881 -0.06857396 ... -0.18987687 -0.19122301
 -0.19412653]",107_2b4_Ll_mc_AKGC417L
2,5.827,8.339,1,0,2.5120000000000005,128485.35,183874.95,128485,183874,"[-0.18693842 -0.18817335 -0.19336857 ...  0.08319366  0.09186226
  0.08938186]",107_2b4_Ll_mc_AKGC417L
3,8.339,10.923,1,0,2.5839999999999996,183874.95,240852.15,183874,240852,"[ 0.08851109  0.08953646  0.08326735 ... -0.17998797 -0.18440759
 -0.1807654 ]",107_2b4_Ll_mc_AKGC417L
4,10.923,13.292,1,0,2.3689999999999998,240852.15,293088.6,240852,293088,"[-0.17897795 -0.18113256 -0.17814021 ... -0.06813005 -0.06809044
 -0.06016076]",107_2b4_Ll_mc_AKGC417L
5,13.292,16.018,1,0,2.726000000000001,293088.6,353196.9,293088,353196,"[-0.05720553 -0.05765906 -0.05009075 ... -0.04116931 -0.03943765
 -0.04076098]",107_2b4_Ll_mc_AKGC417L
6,16.018,18.482,1,0,2.4639999999999986,353196.9,407528.1,353196,407528,"[-0.0391705  -0.04145971 -0.04179718 ...  0.10407427  0.10197848
  0.09833578]",107_2b4_Ll_mc_AKGC417L
7,18.482,19.542,1,0,1.0600000000000023,407528.1,430901.10000000003,407528,430901,[0.10402283 0.10051987 0.09732331 ... 0.11710557 0.11859073 0.1170624 ],107_2b4_Ll_mc_AKGC417L
0,1.018,3.411,1,0,2.393,22446.9,75212.55,22446,75212,"[ 0.26262152  0.25745395  0.25560412 ... -0.233038   -0.24175665
 -0.24418442]",107_2b4_Lr_mc_AKGC417L
1,3.411,5.827,1,0,2.416,75212.55,128485.35,75212,128485,"[-0.24248254 -0.23828685 -0.24623968 ... -0.43320295 -0.42399308
 -0.4225792 ]",107_2b4_Lr_mc_AKGC417L
2,5.827,8.339,1,0,2.5120000000000005,128485.35,183874.95,128485,183874,"[-0.41867304 -0.41186076 -0.4058603  ... -1.000013   -0.99998266
 -1.0000186 ]",107_2b4_Lr_mc_AKGC417L
3,8.339,10.923,1,0,2.5839999999999996,183874.95,240852.15,183874,240852,"[-0.9999823  -1.0000155  -0.99998754 ...  0.10526277  0.10903265
  0.10687694]",107_2b4_Lr_mc_AKGC417L
4,10.923,13.292,1,0,2.3689999999999998,240852.15,293088.6,240852,293088,[0.11232314 0.106806   0.10009469 ... 0.6018926  0.60347646 0.60405517],107_2b4_Lr_mc_AKGC417L
5,13.292,16.018,1,0,2.726000000000001,293088.6,353196.9,293088,353196,[0.6190075  0.62688136 0.6390021  ... 0.09867091 0.09092592 0.09275711],107_2b4_Lr_mc_AKGC417L
6,16.018,18.482,1,0,2.4639999999999986,353196.9,407528.1,353196,407528,[0.10297289 0.10029269 0.09376301 ... 0.25562114 0.25462118 0.2537601 ],107_2b4_Lr_mc_AKGC417L
7,18.482,19.542,1,0,1.0600000000000023,407528.1,430901.10000000003,407528,430901,"[ 0.26002795  0.25469384  0.2553051  ... -0.18596773 -0.1884836
 -0.18745364]",107_2b4_Lr_mc_AKGC417L
0,1.018,3.411,1,0,2.393,22446.9,75212.55,22446,75212,[0.37401053 0.37774727 0.3798585  ... 0.39957327 0.40216845 0.39860076],107_2b4_Pl_mc_AKGC417L
1,3.411,5.827,0,0,2.416,75212.55,128485.35,75212,128485,[0.39469826 0.39492884 0.3965744  ... 0.00866356 0.00692188 0.00412939],107_2b4_Pl_mc_AKGC417L
2,5.827,8.339,1,0,2.5120000000000005,128485.35,183874.95,128485,183874,"[ 0.00454247  0.00228682  0.003849   ... -0.13810748 -0.13670447
 -0.13506496]",107_2b4_Pl_mc_AKGC417L
3,8.339,10.923,0,0,2.5839999999999996,183874.95,240852.15,183874,240852,"[-0.1343908  -0.13303891 -0.1309654  ... -0.52589023 -0.52677006
 -0.5269258 ]",107_2b4_Pl_mc_AKGC417L
4,10.923,13.292,0,0,2.3689999999999998,240852.15,293088.6,240852,293088,"[-0.5289008  -0.5285768  -0.5287068  ... -0.23916395 -0.2365826
 -0.23291981]",107_2b4_Pl_mc_AKGC417L
5,13.292,16.018,1,0,2.726000000000001,293088.6,353196.9,293088,353196,"[-0.22875006 -0.22534718 -0.2226765  ... -0.13825697 -0.13816868
 -0.13662848]",107_2b4_Pl_mc_AKGC417L
6,16.018,18.482,0,0,2.4639999999999986,353196.9,407528.1,353196,407528,"[-0.13697104 -0.13684644 -0.13840264 ... -0.24757941 -0.24743901
 -0.24939209]",107_2b4_Pl_mc_AKGC417L
7,18.482,19.542,0,0,1.0600000000000023,407528.1,430901.10000000003,407528,430901,"[-0.2524806  -0.2521936  -0.2511916  ...  0.5186113   0.52115613
  0.5226497 ]",107_2b4_Pl_mc_AKGC417L
0,1.018,3.411,1,0,2.393,22446.9,75212.55,22446,75212,"[ 0.63429034  0.632749    0.6279148  ... -0.2114283  -0.21086036
 -0.20912667]",107_2b4_Pr_mc_AKGC417L
1,3.411,5.827,1,0,2.416,75212.55,128485.35,75212,128485,"[-0.2103279  -0.20586462 -0.20939134 ... -0.7178796  -0.7151238
 -0.71811026]",107_2b4_Pr_mc_AKGC417L
2,5.827,8.339,1,0,2.5120000000000005,128485.35,183874.95,128485,183874,"[-0.7163946  -0.7147469  -0.70872515 ... -0.1762408  -0.17836894
 -0.18031204]",107_2b4_Pr_mc_AKGC417L
3,8.339,10.923,1,0,2.5839999999999996,183874.95,240852.15,183874,240852,"[-0.18325144 -0.18285887 -0.18598367 ... -0.22534001 -0.22653104
 -0.23021813]",107_2b4_Pr_mc_AKGC417L
4,10.923,13.292,1,0,2.3689999999999998,240852.15,293088.6,240852,293088,"[-0.23613228 -0.23564745 -0.23689283 ...  0.9101127   0.9129447
  0.91506535]",107_2b4_Pr_mc_AKGC417L
5,13.292,16.018,1,0,2.726000000000001,293088.6,353196.9,293088,353196,[0.9191485  0.9304507  0.9311219  ... 0.23034525 0.22921899 0.23470582],107_2b4_Pr_mc_AKGC417L
6,16.018,18.482,1,0,2.4639999999999986,353196.9,407528.1,353196,407528,[0.23384796 0.23665738 0.2449464  ... 0.1020206  0.1111545  0.11143952],107_2b4_Pr_mc_AKGC417L
7,18.482,19.542,1,0,1.0600000000000023,407528.1,430901.10000000003,407528,430901,[0.11558151 0.11300977 0.10672764 ... 0.28637534 0.2855202  0.27874964],107_2b4_Pr_mc_AKGC417L
0,1.018,3.411,0,0,2.393,22446.9,75212.55,22446,75212,[0.2684055  0.26974407 0.27121073 ... 0.06279507 0.06495541 0.066514  ],107_2b4_Tc_mc_AKGC417L
1,3.411,5.827,0,0,2.416,75212.55,128485.35,75212,128485,[0.06792238 0.06984866 0.07056027 ... 0.23747355 0.2379989  0.23796101],107_2b4_Tc_mc_AKGC417L
2,5.827,8.339,0,0,2.5120000000000005,128485.35,183874.95,128485,183874,"[ 0.23779714  0.23782654  0.23780271 ... -0.15021403 -0.14862047
 -0.14757183]",107_2b4_Tc_mc_AKGC417L
3,8.339,10.923,0,0,2.5839999999999996,183874.95,240852.15,183874,240852,"[-0.14634234 -0.14465043 -0.14286448 ... -0.12508634 -0.12482519
 -0.12436901]",107_2b4_Tc_mc_AKGC417L
4,10.923,13.292,0,0,2.3689999999999998,240852.15,293088.6,240852,293088,"[-0.12365199 -0.12273999 -0.12172634 ...  0.0190754   0.01940583
  0.01983034]",107_2b4_Tc_mc_AKGC417L
5,13.292,16.018,0,0,2.726000000000001,293088.6,353196.9,293088,353196,"[ 0.02056627  0.02129628  0.02191653 ... -0.08825457 -0.08850219
 -0.08772036]",107_2b4_Tc_mc_AKGC417L
6,16.018,18.482,0,0,2.4639999999999986,353196.9,407528.1,353196,407528,"[-0.08798285 -0.08777495 -0.08747517 ...  0.2310506   0.22950271
  0.2277155 ]",107_2b4_Tc_mc_AKGC417L
7,18.482,19.542,0,0,1.0600000000000023,407528.1,430901.10000000003,407528,430901,[0.22648256 0.2251936  0.22345999 ... 0.04950278 0.04875496 0.047373  ],107_2b4_Tc_mc_AKGC417L
0,0.077,1.411,0,0,1.334,1697.85,31112.55,1697,31112,"[ 0.          0.          0.         ... -0.13703337 -0.1390443
 -0.14015058]",107_2b5_Al_mc_AKGC417L
1,1.411,3.863,1,0,2.452,31112.55,85179.15,31112,85179,"[-0.13950856 -0.14063066 -0.13890857 ...  0.31011254  0.30846357
  0.30590427]",107_2b5_Al_mc_AKGC417L
2,3.863,6.601,1,0,2.738,85179.15,145552.05,85179,145552,[0.30648476 0.30533847 0.30756667 ... 0.556501   0.5564964  0.5578594 ],107_2b5_Al_mc_AKGC417L
3,6.601,8.97,1,0,2.3690000000000007,145552.05,197788.5,145552,197788,[0.5554069  0.5541744  0.55200416 ... 0.04403004 0.04622844 0.04344555],107_2b5_Al_mc_AKGC417L
4,8.97,11.542,1,0,2.571999999999999,197788.5,254501.1,197788,254501,"[ 0.04401877  0.0415873   0.04134557 ... -0.7856372  -0.7869956
 -0.78579736]",107_2b5_Al_mc_AKGC417L
5,11.542,14.077,1,0,2.535,254501.1,310397.85,254501,310397,"[-0.7845165  -0.78117186 -0.7807655  ...  0.2772269   0.27655318
  0.27651414]",107_2b5_Al_mc_AKGC417L
6,14.077,16.625,1,0,2.548,310397.85,366581.25,310397,366581,[0.27363962 0.27286693 0.27260756 ... 0.11474729 0.11108091 0.10755892],107_2b5_Al_mc_AKGC417L
7,16.625,19.339,1,0,2.7139999999999986,366581.25,426424.94999999995,366581,426424,"[ 0.1037479   0.10064296  0.09877871 ... -0.3313207  -0.33260715
 -0.33269385]",107_2b5_Al_mc_AKGC417L
0,0.077,1.411,0,0,1.334,1697.85,31112.55,1697,31112,"[ 0.          0.          0.         ... -0.53985184 -0.5329612
 -0.52884775]",107_2b5_Ar_mc_AKGC417L
1,1.411,3.863,0,0,2.452,31112.55,85179.15,31112,85179,"[-0.5225816  -0.5173586  -0.51076806 ...  0.78374064  0.79122627
  0.7999661 ]",107_2b5_Ar_mc_AKGC417L
2,3.863,6.601,1,0,2.738,85179.15,145552.05,85179,145552,[0.80833733 0.81523067 0.82563245 ... 0.9999999  0.9999999  0.9999999 ],107_2b5_Ar_mc_AKGC417L
3,6.601,8.97,0,0,2.3690000000000007,145552.05,197788.5,145552,197788,[0.9999999  0.9999999  0.9999999  ... 0.16079424 0.15614365 0.15318693],107_2b5_Ar_mc_AKGC417L
4,8.97,11.542,1,1,2.571999999999999,197788.5,254501.1,197788,254501,"[ 0.15055792  0.146009    0.14052187 ... -0.0691736  -0.06529208
 -0.06418099]",107_2b5_Ar_mc_AKGC417L
5,11.542,14.077,1,0,2.535,254501.1,310397.85,254501,310397,"[-0.05759936 -0.05385606 -0.04776711 ...  0.26154336  0.2584198
  0.25879633]",107_2b5_Ar_mc_AKGC417L
6,14.077,16.625,0,0,2.548,310397.85,366581.25,310397,366581,[0.2551844  0.25325096 0.25394496 ... 0.01685274 0.02465689 0.03241089],107_2b5_Ar_mc_AKGC417L
7,16.625,19.339,0,1,2.7139999999999986,366581.25,426424.94999999995,366581,426424,"[ 0.04088955  0.04912322  0.0580961  ... -0.05169723 -0.0527575
 -0.0516789 ]",107_2b5_Ar_mc_AKGC417L
0,0.077,1.411,0,0,1.334,1697.85,31112.55,1697,31112,[0.         0.         0.         ... 0.08114301 0.0902826  0.09509838],107_2b5_Ll_mc_AKGC417L
1,1.411,3.863,1,0,2.452,31112.55,85179.15,31112,85179,"[ 0.09579484  0.09090146  0.09048426 ... -0.022969   -0.02761514
 -0.03040902]",107_2b5_Ll_mc_AKGC417L
2,3.863,6.601,1,0,2.738,85179.15,145552.05,85179,145552,"[-0.03092856 -0.03594908 -0.03982294 ... -0.09356642 -0.09031667
 -0.08470017]",107_2b5_Ll_mc_AKGC417L
3,6.601,8.97,1,0,2.3690000000000007,145552.05,197788.5,145552,197788,"[-0.08164136 -0.07554904 -0.06942949 ... -0.05829364 -0.06109293
 -0.06584271]",107_2b5_Ll_mc_AKGC417L
4,8.97,11.542,1,0,2.571999999999999,197788.5,254501.1,197788,254501,"[-0.06620602 -0.06344809 -0.06364639 ... -0.13443887 -0.14582215
 -0.14934923]",107_2b5_Ll_mc_AKGC417L
5,11.542,14.077,1,0,2.535,254501.1,310397.85,254501,310397,"[-0.14660676 -0.1496485  -0.14945938 ... -0.12072875 -0.11857877
 -0.12038045]",107_2b5_Ll_mc_AKGC417L
6,14.077,16.625,0,0,2.548,310397.85,366581.25,310397,366581,"[-0.11633318 -0.11716757 -0.11652748 ... -0.01860824 -0.0189183
 -0.01558094]",107_2b5_Ll_mc_AKGC417L
7,16.625,19.339,1,0,2.7139999999999986,366581.25,426424.94999999995,366581,426424,"[-0.01515808 -0.01543237 -0.01804631 ...  0.09276964  0.09285274
  0.09241053]",107_2b5_Ll_mc_AKGC417L
0,0.077,1.411,0,0,1.334,1697.85,31112.55,1697,31112,"[ 0.          0.          0.         ... -0.16067123 -0.15136957
 -0.14947845]",107_2b5_Lr_mc_AKGC417L
1,1.411,3.863,1,0,2.452,31112.55,85179.15,31112,85179,"[-0.14582421 -0.13855149 -0.14213896 ... -0.3868604  -0.39233705
 -0.39082423]",107_2b5_Lr_mc_AKGC417L
